Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
863,Álex Fernández,ESP,CM,Cádiz,La Liga,30,1992,26,14,1285,14.3,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.0,11,52,26,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,7,1,14.3,0.49,0.07,0.0,0.0,24.0,0,0.04,-0.3,-0.3,539,649,83.1,8810,2701,278,302,92.1,191,218,87.6,50,86,58.1,1.4,0.2,13,46,9,4,578,67,0,6,35,6,20,6,10,0,4,11,26,1.82,17,7,0,0,0,2,0.14,2,0,0,0,0,0,19,9,10,9,0,11,50.0,11,12,15,34,30,0,775,52,8,4,57.1,2,28.6,384,1,9,12,463,49,37.6,74,6,12,20,11,0.85,6,20,-14,-0.98,-0.35,10.9,22.9,-12.0,-0.84,-0.66,0,5,0,0,0,82,13,44.8
864,Carlos Fernández,ESP,CF,Real Sociedad,La Liga,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,5,4,13,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,8,3,37.5,1.76,0.66,0.13,0.33,15.1,0,0.09,0.5,0.3,44,83,53.0,589,86,28,44,63.6,13,24,54.2,1,5,20.0,0.2,0.5,1,4,1,0,78,5,1,0,1,0,0,0,0,0,0,4,3,0.66,2,0,0,0,1,1,0.22,1,0,0,0,0,0,11,7,3,6,2,0,0.0,2,4,0,11,5,0,142,6,14,3,30.0,7,70.0,64,0,13,14,85,41,11.9,63,1,5,19,6,1.55,7,4,3,0.66,0.39,3.4,5.9,-2.5,-0.55,-0.73,0,15,0,1,0,18,16,48.5
865,Enzo Fernández,ARG,CM,Chelsea,Premier League,22,2001,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8.0,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,0.1,-3.2,-2.6,1574,1862,84.5,28776,8415,674,742,90.8,661,744,88.8,196,273,71.8,3.7,-1.4,32,177,43,4,1756,89,21,28,45,5,22,4,7,0,17,30,82,3.34,69,5,0,5,0,7,0.29,5,1,0,0,1,0,50,22,22,18,10,27,41.5,38,23,17,67,28,0,2128,67,47,23,52.3,17,38.6,1315,8,29,24,1675,79,64.6,84,18,2,16,0,1.46,41,47,-6,-0.24,-1.73,43.7,39.4,4.2,0.17,-0.73,0,33,1,1,0,122,21,47.7
866,Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,69,107,64.5,2057,1530,9,9,100.0,38,40,95.0,22,56,39.3,0.0,0.0,0,1,0,0,73,32,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,2,115,90,0,0,0.0,0,0.0,58,0,0,0,47,70,8.2,70,3,0,0,10,0.75,8,11,-3,-0.96,0.12,3.8,7.7,-3.9,-1.25,-0.74,0,0,0,0,0,8,0,0.0
867,Valery Fernández,ESP,RW,Girona,La Liga,23,1999,27,2,506,5.6,2,0,2,2,0,0,1,0,0.7,0.7,0.8,1.5,20,12,54,0.36,0.0,0.36,0.36,0.36,0.12,0.14,0.26,0.12,0.26,5,2,40.0,0.89,0.36,0.4,1.0,18.9,0,0.14,1.3,1.3,188,221,85.1,2441,411,125,132,94.7,54,68,79.4,3,6,50.0,0.5,-0.8,5,4,9,3,211,10,1,0,13,10,0,0,0,0,0,4,14,2.49,10,1,2,1,0,3,0.53,1,0,1,0,1,0,11,9,4,7,0,6,75.0,2,5,1,12,4,0,285,12,23,7,36.8,6,31.6,182,7,15,8,204,19,14.8,62,0,25,15,10,2.0,11,10,1,0.18,-1.0,10.7,12.0,-1.3,-0.23,-0.78,0,6,0,0,0,30,2,40.0
868,Fernando,ESP,GK,Almería,La Liga,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0.0,0.0,0,1,0,0,123,36,0,0,0,0,0,0,0,0,1,0,1,0.25,1,0,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,2,0,169,138,0,0,0.0,0,0.0,93,0,0,0,74,90,10.5,90,4,0,0,34,1.0,11,10,1,0.25,1.22,4.6,6.3,-1.7,-0.42,-0.09,0,0,0,0,0,5,2,100.0
869,Fernando,BRA,DM,Sevilla,La Liga,36,1987,8,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,1,0,0.0,0.2,0.0,0.0,0.0,16.2,0,0.02,0.0,0.0,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0.3,-0.3,2,21,5,2,233,8,1,3,4,0,0,0,0,0,1,2,8,1.57,8,0,0,0,0,0,0.0,0,0,0,0,0,0,9,8,2,4,3,5,55.6,4,2,7,16,9,0,288,10,5,4,66.7,1,16.7,168,1,5,3,186,57,13.4,74,1,3,29,3,1.0,8,10,-2,-0.39,-0.27,5.4,7.3,-1.9,-0.37,-0.09,0,6,0,0,0,35,10,55.6
871,Andrea Ferraris,ITA,LW,Monza,Serie A,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,0.0,0.0,0.0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,0,0,5,0,0,0,0.0,0,0.0,3,0,0,0,3,10,0.3,0,0,1,10,10,0.0,0,0,0,0.0,0.32,0.0,0.0,0.0,0.0,0.44,0,0,0,0,0,0,0,0.0
872,André Ferreira,POR,GK,Granada,La Liga,27,1996,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,359,498,72.1,10011,7247,72,74,97.3,172,176,97.7,112,243,46.1,0.0,0.0,0,7,0,0,331,167,0,0,0,0,0,0,0,0,0,1,2,0.13,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,9,2,542,473,0,0,0.0,0,0.0,271,0,2,1,192,89,39.2,90,14,1,80,6,0.33,12,29,-17,-1.14,-0.1,15.9,24.6,-8.7,-0.59,-0.03,0,2,0,2,0,18,7,87.5
873,João Ferreira,POR,RB,Udinese,Serie A,22,2001,35,18,1822,20.2,0,1,1,0,0,0,9,0,0.1,0.1,0.9,1.0,19,61,45,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,3,0,0.0,0.15,0.0,0.0,0.0,17.1,0,0.04,-0.1,-0.1,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,0.9,0.1,13,60,11,6,703,153,2,10,21,129,0,0,0,0,2,22,34,1.68,25,4,0,1,4,2,0.1,1,1,0,0,0,0,58,42,36,18,4,34,58.6,24,21,29,87,89,0,1107,122,11,18,54.5,12,36.4,515,4,22,8,533,52,53.3,80,11,17,22,2,1.0,25,31,-6,-0.3,0.27,20.8,28.3,-7.5,-0.37,-0.23,0,35,1,1,0,106,18,56.3
874,Jordan Ferri,FRA,CM,Montpellier,Ligue 1,31,1992,30,23,2031,22.6,1,1,2,1,0,0,6,0,0.6,0.6,1.9,2.5,37,173,68,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,9,1,11.1,0.4,0.04,0.11,1.0,22.0,1,0.07,0.4,0.4,1101,1331,82.7,19799,6455,436,500,87.2,492,556,88.5,126,202,62.4,2.1,-0.9,28,118,26,10,1299,32,5,8,38,11,2,0,0,0,0,20,67,2.97,58,2,2,3,1,2,0.09,2,0,0,0,0,0,36,22,16,17,3,20,29.9,47,18,13,49,23,0,1525,51,18,17,47.2,19,52.8,1231,5,45,33,1132,68,66.4,80,10,7,26,0,1.23,33,33,0,0.0,0.44,32.0,29.7,2.2,0.1,0.72,0,48,0,1,0,174,10,33.3
875,Nacho Ferri,ESP,CF,Eint Frankfurt,Bundesliga,18,2004,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,0,2,8,1.22,0.0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48,5,2,40.0,6.08,2.43,0.2,0.5,16.4,0,0.24,-0.2,-0.2,13,26,50.0,149,46,11,14,78.6,2,8,25.0,0,1,0.0,0.0,0.0,1,2,0,0,25,0,0,0,0,0,0,0,0,0,1,1,2,2.43,1,0,0,0,0,1,1.22,1,0,0,0,0,0,3,3,1,2,0,2,66.7,1,0,0,3,2,0,45,2,6,0,0.0,1,100.0,23,0,6,2,32,9,2.4,0,0,8,9,4,1.63,3,1,2,2.43,2.46,3.2,1.4,1.7,2.12,2.35,0,1,0,0,0,2,9,50.0
876,Rachad Fettal,MAR,CF,Almería,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,1,0,0.0,5.29,0.0,0.0,0.0,8.8,0,0.08,-0.1,-0.1,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,10.59,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,0,0,9,0,1,0,0.0,0,0.0,4,0,1,0,6,17,0.5,0,0,1,17,6,1.0,0,0,0,0.0,0.85,0.9,0.0,0.9,4.52,4.88,0,1,0,0,0,1,1,100.0
877,Seydou Fini,ITA,RW,Genoa,Serie A,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,2,0,0.0,5.14,0.0,0.0,0.0,18.3,0,0.07,-0.1,-0.1,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,0.0,0.0,0.0,0,1,0,0,12,2,0,0,1,2,0,0,0,0,0,0,1,2.5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,19,0,1,0,0.0,1,100.0,11,0,1,1,13,12,1.0,0,0,3,12,12,0.33,0,2,-2,-5.14,-5.2,1.1,0.3,0.8,1.94,2.15,0,0,0,0,0,1,1,33.3
878,Max Finkgräfe,GER,LB,Köln,Bundesliga,19,2004,24,18,1756,19.5,1,0,1,1,0,0,4,0,1.0,1.0,1.6,2.6,51,53,59,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,12,4,33.3,0.62,0.21,0.08,0.25,21.8,2,0.09,0.0,0.0,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,1.6,-1.6,23,46,12,7,662,196,1,8,61,172,7,3,3,0,1,35,40,2.05,27,6,3,1,2,1,0.05,1,0,0,0,0,0,65,39,40,25,0,39,52.7,35,25,22,87,39,0,1121,53,24,36,62.1,21,36.2,495,11,37,24,527,73,57.4,88,13,6,29,2,0.83,17,33,-16,-0.82,0.28,22.4,34.4,-12.0,-0.62,0.3,0,19,0,0,0,104,23,46.0
879,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4,4,360,4.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,53,128,41.4,2126,1792,4,4,100.0,17,17,100.0,32,105,30.5,0.0,0.0,0,3,0,0,59,67,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,141,131,0,0,0.0,0,0.0,57,0,0,0,39,90,10.5,90,4,0,0,22,0.6,8,10,-2,-0.5,0.88,3.5,9.2,-5.7,-1.43,-0.3,0,0,0,0,0,2,1,100.0
880,Kilian Fischer,GER,RB,Wolfsburg,Bundesliga,22,2000,6,4,291,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,6,9,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,4,0,0.0,1.24,0.0,0.0,0.0,18.3,0,0.03,-0.1,-0.1,104,148,70.3,1728,588,56,65,86.2,42,59,71.2,6,16,37.5,0.3,-0.1,2,5,3,1,115,33,0,0,11,32,0,0,0,0,0,6,6,1.85,6,0,0,0,0,0,0.0,0,0,0,0,0,0,8,6,4,3,1,2,40.0,3,7,1,9,12,0,185,9,8,1,50.0,1,50.0,72,1,5,1,93,49,9.5,69,1,2,9,18,1.67,3,5,-2,-0.62,-0.2,3.1,4.7,-1.6,-0.48,-0.36,0,4,0,0,0,10,0,0.0
881,John Fleck,SCO,CM,Sheffield Utd,Premier League,31,1991,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50.0,0.3,-0.4,2,1,1,0,36,4,1,0,0,0,0,0,0,0,0,0,4,3.91,4,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1,0,0,1,1,0,49,3,1,0,0.0,0,0.0,19,0,2,0,27,23,2.7,45,0,3,16,5,0.0,1,5,-4,-3.91,-2.16,1.0,3.0,-2.0,-1.92,-0.94,0,2,0,0,0,5,2,22.2
882,Mark Flekken,NED,GK,Brentford,Premier League,30,1993,37,37,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.0,0.5,0.5,0,5,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,0.2,0.5,4,37,1,0,1122,455,0,5,0,0,0,0,0,0,3,0,10,0.27,3,7,0,0,0,3,0.08,1,2,0,0,0,0,1,1,1,0,0,1,20.0,4,1,0,1,17,1,1658,1268,0,3,75.0,1,25.0,930,0,0,0,810,89,96.1,89,36,0,0,0,1.05,53,63,-10,-0.27,-0.94,56.8,54.3,2.5,0.07,0.23,0,2,0,1,0,41,10,90.9
883,Alessandro Florenzi,ITA,RB,Milan,Serie A,32,1991,31,19,1732,19.2,1,4,5,1,0,0,5,0,1.7,1.7,3.4,5.1,29,106,50,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26,32,10,31.3,1.66,0.52,0.03,0.1,25.4,4,0.05,-0.7,-0.7,1055,1277,82.6,19865,6858,433,459,94.3,454,519,87.5,144,250,57.6,3.5,0.6,45,97,25,9,1055,218,1,20,122,104,63,28,30,0,4,16,85,4.41,47,28,0,1,2,7,0.36,2,4,0,1,0,0,43,21,26,12,5,26,54.2,22,7,20,63,25,1,1449,62,19,1,7.7,11,84.6,816,1,17,5,916,56,50.6,79,11,12,19,5,1.84,35,23,12,0.62,-0.18,34.2,26.2,8.0,0.42,-0.26,0,11,0,0,0,97,7,29.2
884,Phil Foden,ENG,RW,Manchester City,Premier League,23,2000,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93,168,269,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59,105,48,45.7,3.31,1.51,0.18,0.4,18.5,4,0.1,8.7,8.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,6.9,-0.4,73,71,57,5,1684,79,15,6,89,4,50,26,14,0,4,49,144,4.54,111,9,9,8,1,21,0.66,16,1,1,0,3,0,31,20,11,10,10,13,41.9,18,30,13,44,18,1,2146,22,190,47,46.1,46,45.1,1435,56,62,49,1753,82,83.5,85,19,2,25,2,2.34,75,27,48,1.51,-0.73,65.4,28.8,36.6,1.15,-0.18,0,14,0,1,0,127,6,26.1
885,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,30,29,2649,29.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,596,1055,56.5,19584,15696,101,102,99.0,242,252,96.0,253,690,36.7,0.1,-0.1,1,19,2,0,659,386,0,4,0,0,0,0,0,0,10,1,4,0.14,4,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3,5,0,0,5,83.3,1,0,0,5,18,6,1155,945,0,2,100.0,0,0.0,575,0,1,1,389,88,77.5,90,29,1,39,8,0.43,24,79,-55,-1.87,-0.23,29.0,62.2,-33.1,-1.13,-0.52,0,1,0,0,1,31,1,50.0
